0.1,28715.71887680681,[-0.04476013 -0.10712247 -2.        ]
0.15555555555555556,33750.901459147775,[ 0.15132323  0.03276893 -0.89248042]
0.2111111111111111,33919.77551175034,[ 0.15022403  0.03214163 -0.90012453]
0.26666666666666666,34159.76767669582,[ 0.14863123  0.03138714 -0.91011445]
0.3222222222222222,34486.388406043574,[ 0.14641194  0.03055819 -0.92228675]
0.37777777777777777,34916.82795465671,[ 0.14340615  0.02970803 -0.93628932]
0.43333333333333335,35464.20185626842,[ 0.13946427  0.02884313 -0.95152084]
0.4888888888888888,36138.69943477304,[ 0.13442944  0.02792024 -0.96716412]
0.5444444444444444,36949.95937995321,[ 0.12810374  0.02684588 -0.98217104]
0.6,37910.791192849065,[ 0.1201868   0.02546836 -0.99515513]
0.61,38101.11106378791,[ 0.1185575   0.02517158 -0.99713625]
0.6422222222222222,38754.36074455084,[ 0.11279164  0.02407461 -1.00245622]
0.6744444444444444,39476.05829047742,[ 0.106069    0.02269713 -1.00561306]
0.7066666666666667,40281.91296108131,[ 0.09803412  0.02091218 -1.00556175]
0.7388888888888889,41204.21287414207,[ 0.0879606   0.01848361 -1.00033644]
0.7711111111111111,42334.48845970008,[ 0.07378108  0.01479871 -0.98473896]
0.8033333333333333,44194.888278260776,[ 0.04191682  0.00695043 -0.9260787 ]
0.8355555555555556,44965.188984798086,[ 0.03873044  0.00791133 -0.86809121]
0.8677777777777778,44999.99999999709,[-2.69902835e-14 -8.26601266e-15 -9.53351330e-01]
0.9,44999.999999996246,[ 2.73754992e-15  5.27922010e-15 -9.88751060e-01]
0.91,44999.999999997715,[-2.46650886e-13  2.94303183e-14 -9.99737183e-01]
0.9755555555555556,44999.999999994165,[ 6.67905147e-14 -2.31242489e-14 -1.07175732e+00]
1.041111111111111,44999.999999992935,[-1.26202357e-13 -1.56673593e-14 -1.14377746e+00]
1.1066666666666667,44999.99999997991,[-5.89108839e-14 -7.10183629e-15 -1.21579760e+00]
1.1722222222222223,44999.999999986656,[-4.87965389e-15 -8.83478661e-15 -1.28781774e+00]
1.2377777777777776,44999.9999999971,[-1.24336590e-14 -1.10828117e-15 -1.35983788e+00]
1.3033333333333332,44999.99999999729,[ 2.79224983e-15 -8.83906666e-16 -1.43185802e+00]
1.3688888888888888,44999.99999998004,[ 8.56926713e-13 -8.57072089e-14 -1.50387816e+00]
1.4344444444444444,44999.99999995703,[ 1.64243261e-13 -2.14752566e-14 -1.57589829e+00]
1.5,44999.99999999757,[ 5.31340255e-14 -1.52585396e-15 -1.64791843e+00]
